12:02:57.770748 node 1 scheduling
12:04:57.771470 node 1 to
12:04:57.772221 node: 1 changing
12:04:57.777836 node: 3 changing
12:04:57.781531 node: 5 changing
12:04:57.792055 node: 9 changing
12:04:57.809179 node: 11 changing
12:04:57.818404 node: 12 changing
12:04:57.783070 node: 6 changing
12:04:57.774347 node: 2 changing
12:04:57.788929 node: 8 changing
12:04:57.975917 node: 16 changing
12:04:57.780001 node: 4 changing
12:04:57.987150 node: 95 changing
12:04:57.829058 node: 13 changing
12:04:58.29089 node: 128 changing
12:04:58.14062 node: 125 changing
12:04:58.313079 node: 100 changing
12:04:57.990996 node: 97 changing
12:04:58.332771 node: 108 changing
12:04:57.983205 node: 93 changing
12:04:58.302470 node: 99 changing
12:04:57.883154 node: 14 changing
12:04:58.12369 node: 124 changing
12:04:58.292641 node: 98 changing
12:04:58.323040 node: 101 changing
12:04:58.16011 node: 126 changing
12:04:57.985164 node: 94 changing
12:04:58.963867 node: 113 changing
12:04:58.688627 node: 102 changing
12:04:59.131108 node: 18 changing
12:04:57.992494 node: 103 changing
12:04:58.10626 node: 123 changing
12:04:58.17363 node: 127 changing
12:04:59.47091 node: 119 changing
12:04:58.351395 node: 110 changing
12:04:58.917470 node: 112 changing
12:04:58.740501 node: 20 changing
12:04:58.5500 node: 106 changing
12:04:58.361605 node: 111 changing
12:04:59.5483 node: 114 changing
12:04:58.829436 node: 92 changing
12:05:00.181003 node: 19 changing
12:04:57.928302 node: 15 changing
12:04:58.343033 node: 109 changing
12:04:58.8344 node: 107 changing
12:04:58.2547 node: 105 changing
12:04:57.795215 node: 10 changing
12:05:00.946552 node: 24 changing
12:05:01.220624 node: 27 changing
12:05:01.490884 node: 21 changing
12:05:01.361285 node: 122 changing
12:05:00.978072 node: 23 changing
12:05:01.712124 node: 26 changing
12:04:59.645758 node: 118 changing
12:04:57.994585 node: 104 changing
12:05:01.410580 node: 91 changing
12:04:57.989256 node: 96 changing
12:04:57.786615 node: 7 changing
12:05:00.44681 node: 17 changing
12:04:58.550908 node: 115 changing
12:05:04.89335 node: 121 changing
12:04:59.686404 node: 22 changing
12:05:04.385146 node: 117 changing
12:05:05.89567 node: 28 changing
12:05:06.261720 node: 120 changing
12:05:06.215539 node: 84 changing
12:05:06.408681 node: 89 changing
12:05:06.548381 node: 116 changing
12:05:06.662704 node: 25 changing
12:05:07.340820 node: 82 changing
12:05:07.365296 node: 86 changing
12:05:08.147232 node: 81 changing
12:05:08.579165 node: 32 changing
12:05:09.540610 node: 88 changing
12:05:09.558192 node: 36 changing
12:05:09.762054 node: 90 changing
12:05:09.776232 node: 87 changing
12:05:09.923579 node: 35 changing
12:05:10.61709 node: 85 changing
12:05:10.287042 node: 83 changing
12:05:11.392174 node: 80 changing
12:05:13.178135 node: 31 changing
12:05:13.611782 node: 34 changing
12:05:14.263457 node: 79 changing
12:05:15.573739 node: 33 changing
12:05:16.262483 node: 30 changing
12:05:16.347676 node: 29 changing
12:05:16.895018 node: 78 changing
12:05:17.233976 node: 77 changing
12:05:17.867380 node: 76 changing
12:05:21.792536 node: 75 changing
12:05:24.982213 node: 74 changing
12:05:26.546043 node: 73 changing
12:05:27.27107 node: 72 changing
12:05:27.871319 node: 71 changing
12:05:31.155905 node: 70 changing
12:05:32.357773 node: 69 changing
12:05:36.227939 node: 68 changing
12:05:36.393535 node: 67 changing
12:05:38.841085 node: 66 changing
12:05:42.913818 node: 65 changing
12:05:47.288886 node: 64 changing
12:05:52.213570 node: 63 changing
12:05:53.661947 node: 62 changing
12:05:55.422533 node: 61 changing
12:05:58.286214 node: 60 changing
12:05:59.619198 node: 59 changing
12:06:02.376894 node: 58 changing
12:06:04.852401 node: 57 changing
12:06:06.160847 node: 56 changing
12:06:07.321311 node: 55 changing
12:06:11.705575 node: 54 changing
12:06:12.114084 node: 53 changing
12:06:12.683559 node: 52 changing
12:06:15.702916 node: 51 changing
12:06:20.174289 node: 50 changing
12:06:22.804742 node: 49 changing
12:06:25.640037 node: 48 changing
12:06:28.598693 node: 47 changing
12:06:30.550250 node: 46 changing
12:06:35.172498 node: 45 changing
12:06:37.856959 node: 44 changing
12:06:42.380113 node: 43 changing
12:06:42.405060 node: 42 changing
12:06:46.411899 node: 41 changing
12:06:49.507776 node: 40 changing
12:06:50.903253 node: 39 changing
12:06:53.676663 node: 38 changing
12:06:53.807580 node: 37 changing
