index: 120.0 ocorreu: 29 cumul: 11.328125
index: 121.0 ocorreu: 11 cumul: 15.625
index: 122.0 ocorreu: 3 cumul: 16.796875
index: 124.0 ocorreu: 6 cumul: 19.140625
index: 123.0 ocorreu: 3 cumul: 20.3125
index: 127.0 ocorreu: 9 cumul: 23.828125
index: 128.0 ocorreu: 7 cumul: 26.5625
index: 125.0 ocorreu: 4 cumul: 28.125
index: 129.0 ocorreu: 5 cumul: 30.078125
index: 126.0 ocorreu: 3 cumul: 31.25
index: 132.0 ocorreu: 3 cumul: 32.421875
index: 130.0 ocorreu: 9 cumul: 35.9375
index: 131.0 ocorreu: 2 cumul: 36.71875
index: 133.0 ocorreu: 3 cumul: 37.890625
index: 136.0 ocorreu: 3 cumul: 39.0625
index: 137.0 ocorreu: 3 cumul: 40.234375
index: 142.0 ocorreu: 3 cumul: 41.40625
index: 134.0 ocorreu: 2 cumul: 42.1875
index: 138.0 ocorreu: 2 cumul: 42.96875
index: 141.0 ocorreu: 2 cumul: 43.75
index: 135.0 ocorreu: 2 cumul: 44.53125
index: 140.0 ocorreu: 2 cumul: 45.3125
index: 151.0 ocorreu: 2 cumul: 46.09375
index: 148.0 ocorreu: 2 cumul: 46.875
index: 145.0 ocorreu: 1 cumul: 47.265625
index: 149.0 ocorreu: 1 cumul: 47.65625
index: 152.0 ocorreu: 1 cumul: 48.046875
index: 139.0 ocorreu: 1 cumul: 48.4375
index: 153.0 ocorreu: 3 cumul: 49.609375
index: 154.0 ocorreu: 1 cumul: 50.0
index: 155.0 ocorreu: 2 cumul: 50.78125
index: 156.0 ocorreu: 3 cumul: 51.953125
index: 157.0 ocorreu: 2 cumul: 52.734375
index: 146.0 ocorreu: 1 cumul: 53.125
index: 160.0 ocorreu: 2 cumul: 53.90625
index: 161.0 ocorreu: 1 cumul: 54.296875
index: 163.0 ocorreu: 2 cumul: 55.078125
index: 164.0 ocorreu: 1 cumul: 55.46875
index: 144.0 ocorreu: 1 cumul: 55.859375
index: 166.0 ocorreu: 2 cumul: 56.640625
index: 170.0 ocorreu: 4 cumul: 58.203125
index: 173.0 ocorreu: 3 cumul: 59.375
index: 168.0 ocorreu: 1 cumul: 59.765625
index: 165.0 ocorreu: 1 cumul: 60.15625
index: 174.0 ocorreu: 2 cumul: 60.9375
index: 178.0 ocorreu: 3 cumul: 62.109375
index: 177.0 ocorreu: 1 cumul: 62.5
index: 180.0 ocorreu: 1 cumul: 62.890625
index: 184.0 ocorreu: 2 cumul: 63.671875
index: 185.0 ocorreu: 2 cumul: 64.453125
index: 183.0 ocorreu: 1 cumul: 64.84375
index: 187.0 ocorreu: 1 cumul: 65.234375
index: 186.0 ocorreu: 1 cumul: 65.625
index: 188.0 ocorreu: 2 cumul: 66.40625
index: 192.0 ocorreu: 3 cumul: 67.578125
index: 197.0 ocorreu: 2 cumul: 68.359375
index: 198.0 ocorreu: 2 cumul: 69.140625
index: 196.0 ocorreu: 2 cumul: 69.921875
index: 199.0 ocorreu: 1 cumul: 70.3125
index: 203.0 ocorreu: 2 cumul: 71.09375
index: 201.0 ocorreu: 1 cumul: 71.484375
index: 206.0 ocorreu: 1 cumul: 71.875
index: 202.0 ocorreu: 1 cumul: 72.265625
index: 207.0 ocorreu: 1 cumul: 72.65625
index: 208.0 ocorreu: 1 cumul: 73.046875
index: 209.0 ocorreu: 1 cumul: 73.4375
index: 213.0 ocorreu: 1 cumul: 73.828125
index: 215.0 ocorreu: 1 cumul: 74.21875
index: 214.0 ocorreu: 1 cumul: 74.609375
index: 217.0 ocorreu: 1 cumul: 75.0
index: 219.0 ocorreu: 2 cumul: 75.78125
index: 220.0 ocorreu: 1 cumul: 76.171875
index: 223.0 ocorreu: 1 cumul: 76.5625
index: 224.0 ocorreu: 1 cumul: 76.953125
index: 228.0 ocorreu: 1 cumul: 77.34375
index: 231.0 ocorreu: 1 cumul: 77.734375
